Jugada,1,2,3,4,5,Diferencial,Tipus de jugada,Èxit/No Èxit,Punts,Quart,Clutch-time,Rival,Terreny,Competició
233,Calathes,Higgins,Kuric,Mirotic,Davies,-5,3,1,3,3,0,Olympiacos,Local,Eurolliga
234,Calathes,Higgins,Kuric,Mirotic,Davies,-4,4,1,3,3,0,Olympiacos,Local,Eurolliga
235,Calathes,Higgins,Kuric,Mirotic,Davies,-1,5,1,2,3,0,Olympiacos,Local,Eurolliga
236,Calathes,Higgins,Kuric,Mirotic,Davies,1,4,0,0,3,0,Olympiacos,Local,Eurolliga
237,Calathes,Higgins,Kuric,Mirotic,Davies,1,2,1,2,3,0,Olympiacos,Local,Eurolliga
238,Calathes,Higgins,Kuric,Mirotic,Davies,3,4,1,2,3,0,Olympiacos,Local,Eurolliga
239,Calathes,Higgins,Kuric,Mirotic,Davies,5,4,1,2,3,0,Olympiacos,Local,Eurolliga
240,Calathes,Higgins,Kuric,Mirotic,Davies,5,4,0,0,3,0,Olympiacos,Local,Eurolliga
241,Calathes,Higgins,Kuric,Mirotic,Davies,5,1,1,2,3,0,Olympiacos,Local,Eurolliga
242,Laprovittola,Higgins,Kuric,Mirotic,Davies,5,3,1,2,3,0,Olympiacos,Local,Eurolliga
243,Laprovittola,Higgins,Kuric,Mirotic,Davies,7,2,0,0,3,0,Olympiacos,Local,Eurolliga
244,Laprovittola,Higgins,Kuric,Mirotic,Davies,7,4,1,2,3,0,Olympiacos,Local,Eurolliga
245,Laprovittola,Higgins,Kuric,Mirotic,Oriola,6,1,1,2,3,0,Olympiacos,Local,Eurolliga
246,Laprovittola,Higgins,Kuric,Mirotic,Oriola,8,4,1,0,3,0,Olympiacos,Local,Eurolliga
247,Laprovittola,Higgins,Kuric,Hayes-Davis,Oriola,5,3,1,0,3,0,Olympiacos,Local,Eurolliga
248,Laprovittola,Higgins,Kuric,Hayes-Davis,Oriola,2,2,1,3,3,0,Olympiacos,Local,Eurolliga
249,Laprovittola,Higgins,Kuric,Hayes-Davis,Oriola,5,2,1,3,3,0,Olympiacos,Local,Eurolliga
250,Jokubaitis,Laprovittola,Kuric,Hayes-Davis,Oriola,8,1,1,0,4,0,Olympiacos,Local,Eurolliga
251,Jokubaitis,Laprovittola,Kuric,Hayes-Davis,Oriola,6,3,1,0,4,0,Olympiacos,Local,Eurolliga
252,Jokubaitis,Laprovittola,Kuric,Hayes-Davis,Oriola,6,2,1,0,4,0,Olympiacos,Local,Eurolliga
253,Jokubaitis,Laprovittola,Kuric,Hayes-Davis,Davies,6,3,1,0,4,0,Olympiacos,Local,Eurolliga
254,Jokubaitis,Laprovittola,Kuric,Hayes-Davis,Davies,6,4,0,0,4,0,Olympiacos,Local,Eurolliga
255,Calathes,Jokubaitis,Laprovittola,Hayes-Davis,Oriola,6,2,0,0,4,0,Olympiacos,Local,Eurolliga
256,Calathes,Jokubaitis,Laprovittola,Hayes-Davis,Oriola,6,4,1,3,4,0,Olympiacos,Local,Eurolliga
257,Calathes,Jokubaitis,Laprovittola,Hayes-Davis,Oriola,6,4,0,0,4,0,Olympiacos,Local,Eurolliga
258,Calathes,Jokubaitis,Laprovittola,Hayes-Davis,Oriola,6,5,1,0,4,0,Olympiacos,Local,Eurolliga
259,Calathes,Jokubaitis,Higgins,Mirotic,Oriola,6,2,0,0,4,0,Olympiacos,Local,Eurolliga
260,Calathes,Jokubaitis,Higgins,Mirotic,Oriola,6,1,0,0,4,0,Olympiacos,Local,Eurolliga
261,Calathes,Jokubaitis,Higgins,Mirotic,Oriola,4,1,1,0,4,0,Olympiacos,Local,Eurolliga
262,Calathes,Higgins,Kuric,Mirotic,Smits,2,4,0,0,4,0,Olympiacos,Local,Eurolliga
263,Calathes,Higgins,Kuric,Mirotic,Smits,2,2,0,0,4,0,Olympiacos,Local,Eurolliga
264,Calathes,Higgins,Kuric,Mirotic,Smits,2,1,0,0,4,1,Olympiacos,Local,Eurolliga
265,Calathes,Higgins,Kuric,Mirotic,Smits,2,1,0,0,4,1,Olympiacos,Local,Eurolliga
266,Calathes,Higgins,Kuric,Mirotic,Smits,2,5,1,0,4,1,Olympiacos,Local,Eurolliga
267,Calathes,Higgins,Kuric,Mirotic,Smits,2,3,0,0,4,1,Olympiacos,Local,Eurolliga
268,Calathes,Higgins,Kuric,Mirotic,Smits,2,1,1,1,4,1,Olympiacos,Local,Eurolliga
269,Calathes,Higgins,Kuric,Mirotic,Davies,1,4,1,2,4,1,Olympiacos,Local,Eurolliga
270,Calathes,Higgins,Kuric,Mirotic,Davies,0,4,1,2,4,1,Olympiacos,Local,Eurolliga
271,Calathes,Higgins,Kuric,Mirotic,Smits,0,4,1,2,4,1,Olympiacos,Local,Eurolliga
272,Calathes,Higgins,Kuric,Mirotic,Oriola,0,3,1,0,4,1,Olympiacos,Local,Eurolliga
273,Calathes,Higgins,Kuric,Mirotic,Oriola,-2,3,1,0,4,1,Olympiacos,Local,Eurolliga
274,Calathes,Higgins,Kuric,Mirotic,Oriola,-2,5,1,2,4,1,Olympiacos,Local,Eurolliga
275,Calathes,Higgins,Hayes-Davis,Mirotic,Oriola,0,1,1,0,4,1,Olympiacos,Local,Eurolliga
276,Calathes,Higgins,Kuric,Mirotic,Smits,0,5,1,0,5,1,Olympiacos,Local,Eurolliga
277,Calathes,Higgins,Kuric,Mirotic,Smits,0,3,1,0,5,1,Olympiacos,Local,Eurolliga
278,Calathes,Higgins,Kuric,Mirotic,Smits,-2,3,1,2,5,1,Olympiacos,Local,Eurolliga
279,Calathes,Higgins,Kuric,Mirotic,Oriola,-1,2,1,2,5,1,Olympiacos,Local,Eurolliga
280,Calathes,Higgins,Kuric,Mirotic,Oriola,1,4,1,2,5,1,Olympiacos,Local,Eurolliga
281,Calathes,Higgins,Kuric,Mirotic,Oriola,3,4,1,2,5,1,Olympiacos,Local,Eurolliga
282,Calathes,Higgins,Kuric,Mirotic,Oriola,3,3,0,0,5,1,Olympiacos,Local,Eurolliga
283,Calathes,Higgins,Kuric,Mirotic,Oriola,3,1,0,0,5,1,Olympiacos,Local,Eurolliga
284,Calathes,Higgins,Kuric,Mirotic,Oriola,1,4,1,2,5,1,Olympiacos,Local,Eurolliga
285,Calathes,Higgins,Kuric,Mirotic,Oriola,1,1,0,0,5,1,Olympiacos,Local,Eurolliga
286,Calathes,Higgins,Kuric,Mirotic,Oriola,-1,1,1,2,5,1,Olympiacos,Local,Eurolliga
287,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-2,3,1,0,1,0,Monaco,Visitant,Eurolliga
288,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-5,1,1,2,1,0,Monaco,Visitant,Eurolliga
289,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-5,2,1,2,1,0,Monaco,Visitant,Eurolliga
290,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,2,0,0,1,0,Monaco,Visitant,Eurolliga
291,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,1,0,0,1,0,Monaco,Visitant,Eurolliga
292,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,4,1,0,1,0,Monaco,Visitant,Eurolliga
293,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,2,0,0,1,0,Monaco,Visitant,Eurolliga
294,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,1,1,2,1,0,Monaco,Visitant,Eurolliga
295,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,2,0,0,1,0,Monaco,Visitant,Eurolliga
296,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,3,1,0,1,0,Monaco,Visitant,Eurolliga
297,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,4,1,2,1,0,Monaco,Visitant,Eurolliga
298,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-1,2,1,0,1,0,Monaco,Visitant,Eurolliga
299,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,2,1,2,1,0,Monaco,Visitant,Eurolliga
300,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,2,0,0,1,0,Monaco,Visitant,Eurolliga
301,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,1,1,0,1,0,Monaco,Visitant,Eurolliga
302,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-3,4,1,2,1,0,Monaco,Visitant,Eurolliga
303,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-1,2,0,0,1,0,Monaco,Visitant,Eurolliga
304,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-1,3,1,0,1,0,Monaco,Visitant,Eurolliga
305,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-3,2,0,0,1,0,Monaco,Visitant,Eurolliga
306,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-3,2,0,0,1,0,Monaco,Visitant,Eurolliga
307,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-5,2,0,0,1,0,Monaco,Visitant,Eurolliga
308,Calathes,Higgins,Hayes-Davis,Smits,Oriola,-8,4,1,0,1,0,Monaco,Visitant,Eurolliga
309,Calathes,Higgins,Hayes-Davis,Smits,Oriola,-8,2,1,0,1,0,Monaco,Visitant,Eurolliga
310,Calathes,Higgins,Hayes-Davis,Smits,Oriola,-10,2,1,0,1,0,Monaco,Visitant,Eurolliga
311,Calathes,Laprovittola,Hayes-Davis,Smits,Oriola,-10,4,0,0,2,0,Monaco,Visitant,Eurolliga
312,Calathes,Laprovittola,Hayes-Davis,Smits,Oriola,-10,2,1,3,2,0,Monaco,Visitant,Eurolliga
313,Calathes,Laprovittola,Hayes-Davis,Smits,Oriola,-7,2,1,2,2,0,Monaco,Visitant,Eurolliga
314,Calathes,Laprovittola,Hayes-Davis,Smits,Oriola,-5,4,0,0,2,0,Monaco,Visitant,Eurolliga
315,Calathes,Laprovittola,Hayes-Davis,Smits,Oriola,-5,2,0,0,2,0,Monaco,Visitant,Eurolliga
316,Calathes,Laprovittola,Hayes-Davis,Smits,Oriola,-8,2,1,0,2,0,Monaco,Visitant,Eurolliga
317,Calathes,Laprovittola,Hayes-Davis,Smits,Oriola,-8,5,1,3,2,0,Monaco,Visitant,Eurolliga
318,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-5,2,1,0,2,0,Monaco,Visitant,Eurolliga
319,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-5,4,1,0,2,0,Monaco,Visitant,Eurolliga
320,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-5,1,0,0,2,0,Monaco,Visitant,Eurolliga
321,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-8,2,1,2,2,0,Monaco,Visitant,Eurolliga
322,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-6,2,1,0,2,0,Monaco,Visitant,Eurolliga
323,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-6,5,0,0,2,0,Monaco,Visitant,Eurolliga
324,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-6,4,1,0,2,0,Monaco,Visitant,Eurolliga
325,Calathes,Kuric,Hayes-Davis,Smits,Davies,-6,4,1,2,2,0,Monaco,Visitant,Eurolliga
326,Calathes,Kuric,Hayes-Davis,Smits,Davies,-6,3,0,0,2,0,Monaco,Visitant,Eurolliga
327,Calathes,Kuric,Hayes-Davis,Smits,Davies,-6,2,1,0,2,0,Monaco,Visitant,Eurolliga
328,Calathes,Kuric,Hayes-Davis,Smits,Davies,-6,2,1,0,2,0,Monaco,Visitant,Eurolliga
329,Calathes,Kuric,Hayes-Davis,Smits,Davies,-6,4,1,2,2,0,Monaco,Visitant,Eurolliga
330,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-4,4,1,2,2,0,Monaco,Visitant,Eurolliga
331,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-4,2,1,1,2,0,Monaco,Visitant,Eurolliga
332,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-3,4,1,2,2,0,Monaco,Visitant,Eurolliga
333,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-1,1,0,0,2,0,Monaco,Visitant,Eurolliga
334,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-4,2,0,0,2,0,Monaco,Visitant,Eurolliga
335,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-4,1,0,0,2,0,Monaco,Visitant,Eurolliga
336,Calathes,Higgins,Kuric,Mirotic,Davies,-4,2,1,2,3,0,Monaco,Visitant,Eurolliga
337,Calathes,Higgins,Kuric,Mirotic,Davies,-4,2,1,0,3,0,Monaco,Visitant,Eurolliga
338,Calathes,Higgins,Kuric,Mirotic,Davies,-4,3,1,0,3,0,Monaco,Visitant,Eurolliga
339,Calathes,Higgins,Kuric,Mirotic,Davies,-4,1,0,0,3,0,Monaco,Visitant,Eurolliga
340,Calathes,Higgins,Kuric,Mirotic,Davies,-4,3,1,0,3,0,Monaco,Visitant,Eurolliga
341,Calathes,Higgins,Kuric,Mirotic,Davies,-4,2,0,0,3,0,Monaco,Visitant,Eurolliga
342,Calathes,Higgins,Kuric,Mirotic,Davies,-4,5,0,0,3,0,Monaco,Visitant,Eurolliga
343,Calathes,Higgins,Kuric,Mirotic,Davies,-4,3,1,3,3,0,Monaco,Visitant,Eurolliga
344,Calathes,Higgins,Kuric,Mirotic,Davies,-1,1,1,0,3,0,Monaco,Visitant,Eurolliga
345,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-1,4,0,0,3,0,Monaco,Visitant,Eurolliga
346,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-3,2,1,0,3,0,Monaco,Visitant,Eurolliga
347,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-6,4,0,0,3,0,Monaco,Visitant,Eurolliga
348,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-6,5,1,2,3,0,Monaco,Visitant,Eurolliga
349,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,-6,2,1,2,3,0,Monaco,Visitant,Eurolliga
350,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,-6,2,1,3,3,0,Monaco,Visitant,Eurolliga
351,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,-3,4,0,0,3,0,Monaco,Visitant,Eurolliga
352,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,-3,3,1,2,3,0,Monaco,Visitant,Eurolliga
353,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,-3,3,1,3,3,0,Monaco,Visitant,Eurolliga
354,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,-3,4,1,3,3,0,Monaco,Visitant,Eurolliga
355,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Oriola,-1,4,1,3,3,0,Monaco,Visitant,Eurolliga
356,Calathes,Laprovittola,Hayes-Davis,Smits,Oriola,0,2,1,2,3,0,Monaco,Visitant,Eurolliga
357,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Oriola,2,2,0,0,4,0,Monaco,Visitant,Eurolliga
358,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Oriola,2,2,0,0,4,0,Monaco,Visitant,Eurolliga
359,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Oriola,0,2,0,0,4,0,Monaco,Visitant,Eurolliga
360,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Oriola,0,1,0,0,4,0,Monaco,Visitant,Eurolliga
361,Jokubaitis,Laprovittola,Hayes-Davis,Mirotic,Oriola,0,3,1,3,4,0,Monaco,Visitant,Eurolliga
362,Jokubaitis,Laprovittola,Hayes-Davis,Mirotic,Oriola,3,1,1,0,4,0,Monaco,Visitant,Eurolliga
363,Calathes,Laprovittola,Hayes-Davis,Mirotic,Oriola,3,2,0,0,4,0,Monaco,Visitant,Eurolliga
364,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,3,5,1,2,4,0,Monaco,Visitant,Eurolliga
365,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,3,3,1,3,4,0,Monaco,Visitant,Eurolliga
366,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,6,2,0,0,4,0,Monaco,Visitant,Eurolliga
367,Calathes,Laprovittola,Higgins,Mirotic,Davies,3,3,1,0,4,1,Monaco,Visitant,Eurolliga
368,Calathes,Laprovittola,Higgins,Mirotic,Davies,2,4,0,0,4,1,Monaco,Visitant,Eurolliga
369,Calathes,Laprovittola,Higgins,Mirotic,Davies,2,1,0,0,4,1,Monaco,Visitant,Eurolliga
370,Calathes,Laprovittola,Higgins,Mirotic,Davies,2,2,0,0,4,1,Monaco,Visitant,Eurolliga
371,Calathes,Laprovittola,Higgins,Mirotic,Davies,-1,2,1,2,4,1,Monaco,Visitant,Eurolliga
372,Calathes,Laprovittola,Higgins,Mirotic,Davies,-2,1,1,3,4,1,Monaco,Visitant,Eurolliga
373,Calathes,Laprovittola,Higgins,Mirotic,Davies,-1,3,1,0,4,1,Monaco,Visitant,Eurolliga
374,Calathes,Laprovittola,Higgins,Mirotic,Davies,-1,4,1,0,4,1,Monaco,Visitant,Eurolliga
375,Calathes,Laprovittola,Higgins,Mirotic,Davies,-1,2,1,0,4,1,Monaco,Visitant,Eurolliga
376,Calathes,Laprovittola,Higgins,Mirotic,Davies,-1,4,1,2,4,1,Monaco,Visitant,Eurolliga
377,Calathes,Laprovittola,Higgins,Mirotic,Davies,-1,4,0,0,4,1,Monaco,Visitant,Eurolliga
378,Calathes,Laprovittola,Higgins,Mirotic,Davies,-3,4,1,2,4,1,Monaco,Visitant,Eurolliga
379,Calathes,Laprovittola,Higgins,Mirotic,Davies,-2,2,1,2,4,1,Monaco,Visitant,Eurolliga
380,Calathes,Laprovittola,Higgins,Mirotic,Davies,0,4,1,2,5,1,Monaco,Visitant,Eurolliga
381,Calathes,Laprovittola,Higgins,Mirotic,Davies,2,4,1,3,5,1,Monaco,Visitant,Eurolliga
382,Calathes,Laprovittola,Higgins,Mirotic,Davies,3,4,1,2,5,1,Monaco,Visitant,Eurolliga
383,Calathes,Laprovittola,Higgins,Mirotic,Davies,3,2,1,0,5,1,Monaco,Visitant,Eurolliga
384,Calathes,Laprovittola,Higgins,Mirotic,Davies,3,2,0,0,5,1,Monaco,Visitant,Eurolliga
385,Calathes,Laprovittola,Higgins,Mirotic,Davies,1,4,0,0,5,1,Monaco,Visitant,Eurolliga
386,Calathes,Laprovittola,Higgins,Mirotic,Davies,1,1,1,1,5,1,Monaco,Visitant,Eurolliga
387,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,2,2,0,0,5,1,Monaco,Visitant,Eurolliga
388,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,2,1,1,2,5,1,Monaco,Visitant,Eurolliga
389,Calathes,Higgins,Kuric,Mirotic,Sanli,0,1,0,0,1,0,Zenit,Local,Eurolliga
390,Calathes,Higgins,Kuric,Mirotic,Sanli,0,2,1,0,1,0,Zenit,Local,Eurolliga
391,Calathes,Higgins,Kuric,Mirotic,Sanli,-2,1,0,0,1,0,Zenit,Local,Eurolliga
392,Calathes,Higgins,Kuric,Mirotic,Sanli,-2,5,1,0,1,0,Zenit,Local,Eurolliga
393,Calathes,Higgins,Kuric,Mirotic,Sanli,-4,2,0,0,1,0,Zenit,Local,Eurolliga
394,Calathes,Higgins,Kuric,Mirotic,Sanli,-4,5,1,0,1,0,Zenit,Local,Eurolliga
395,Calathes,Higgins,Kuric,Mirotic,Sanli,-4,4,1,2,1,0,Zenit,Local,Eurolliga
396,Calathes,Higgins,Kuric,Mirotic,Sanli,-2,4,0,0,1,0,Zenit,Local,Eurolliga
397,Calathes,Higgins,Kuric,Mirotic,Sanli,-5,3,1,0,1,0,Zenit,Local,Eurolliga
398,Calathes,Higgins,Kuric,Mirotic,Sanli,-5,4,1,2,1,0,Zenit,Local,Eurolliga
399,Calathes,Higgins,Kuric,Mirotic,Sanli,-5,4,1,2,1,0,Zenit,Local,Eurolliga
400,Calathes,Higgins,Kuric,Mirotic,Sanli,-3,1,1,3,1,0,Zenit,Local,Eurolliga
401,Calathes,Laprovittola,Kuric,Mirotic,Davies,-3,4,1,0,1,0,Zenit,Local,Eurolliga
402,Calathes,Laprovittola,Kuric,Mirotic,Davies,-3,4,0,0,1,0,Zenit,Local,Eurolliga
403,Calathes,Laprovittola,Kuric,Mirotic,Davies,-5,3,1,3,1,0,Zenit,Local,Eurolliga
404,Jokubaitis,Laprovittola,Kuric,Mirotic,Davies,-2,4,1,2,1,0,Zenit,Local,Eurolliga
405,Jokubaitis,Laprovittola,Kuric,Mirotic,Davies,-2,4,1,3,1,0,Zenit,Local,Eurolliga
406,Jokubaitis,Laprovittola,Kuric,Smits,Davies,-1,4,1,0,1,0,Zenit,Local,Eurolliga
407,Jokubaitis,Laprovittola,Kuric,Smits,Davies,-1,2,0,0,1,0,Zenit,Local,Eurolliga
408,Jokubaitis,Laprovittola,Kuric,Smits,Davies,-1,5,1,2,1,0,Zenit,Local,Eurolliga
409,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,1,4,1,2,2,0,Zenit,Local,Eurolliga
410,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,3,2,0,0,2,0,Zenit,Local,Eurolliga
411,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,1,4,1,2,2,0,Zenit,Local,Eurolliga
412,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,3,5,1,3,2,0,Zenit,Local,Eurolliga
413,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,6,5,1,0,2,0,Zenit,Local,Eurolliga
414,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,6,2,1,0,2,0,Zenit,Local,Eurolliga
415,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,6,4,1,2,2,0,Zenit,Local,Eurolliga
416,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,8,3,1,3,2,0,Zenit,Local,Eurolliga
417,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,11,1,0,0,2,0,Zenit,Local,Eurolliga
418,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,11,2,1,0,2,0,Zenit,Local,Eurolliga
419,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,11,1,1,0,2,0,Zenit,Local,Eurolliga
420,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,11,4,1,2,2,0,Zenit,Local,Eurolliga
421,Jokubaitis,Higgins,Hayes-Davis,Smits,Sanli,13,4,1,2,2,0,Zenit,Local,Eurolliga
422,Jokubaitis,Higgins,Hayes-Davis,Smits,Sanli,13,2,1,2,2,0,Zenit,Local,Eurolliga
423,Jokubaitis,Higgins,Hayes-Davis,Smits,Oriola,15,2,1,2,2,0,Zenit,Local,Eurolliga
424,Jokubaitis,Higgins,Hayes-Davis,Smits,Oriola,17,1,1,2,2,0,Zenit,Local,Eurolliga
425,Jokubaitis,Higgins,Hayes-Davis,Smits,Oriola,19,4,0,0,2,0,Zenit,Local,Eurolliga
426,Calathes,Higgins,Martinez,Smits,Oriola,17,1,1,2,2,0,Zenit,Local,Eurolliga
427,Calathes,Higgins,Martinez,Smits,Oriola,19,5,0,0,2,0,Zenit,Local,Eurolliga
428,Calathes,Higgins,Martinez,Smits,Oriola,19,4,0,0,2,0,Zenit,Local,Eurolliga
429,Calathes,Higgins,Martinez,Smits,Oriola,19,1,0,0,2,0,Zenit,Local,Eurolliga
430,Calathes,Higgins,Kuric,Mirotic,Davies,17,1,0,0,2,0,Zenit,Local,Eurolliga
431,Calathes,Higgins,Kuric,Mirotic,Sanli,17,2,1,0,3,0,Zenit,Local,Eurolliga
432,Calathes,Higgins,Kuric,Mirotic,Sanli,17,4,1,2,3,0,Zenit,Local,Eurolliga
433,Calathes,Higgins,Kuric,Mirotic,Sanli,19,3,1,3,3,0,Zenit,Local,Eurolliga
434,Calathes,Higgins,Kuric,Mirotic,Sanli,22,3,1,0,3,0,Zenit,Local,Eurolliga
435,Calathes,Higgins,Kuric,Mirotic,Sanli,22,3,1,3,3,0,Zenit,Local,Eurolliga
436,Calathes,Higgins,Kuric,Mirotic,Sanli,25,5,0,0,3,0,Zenit,Local,Eurolliga
437,Calathes,Higgins,Kuric,Mirotic,Sanli,23,3,1,0,3,0,Zenit,Local,Eurolliga
438,Calathes,Higgins,Kuric,Mirotic,Sanli,21,4,0,0,3,0,Zenit,Local,Eurolliga
439,Calathes,Higgins,Kuric,Mirotic,Sanli,21,5,1,0,3,0,Zenit,Local,Eurolliga
440,Calathes,Higgins,Kuric,Mirotic,Davies,21,2,1,0,3,0,Zenit,Local,Eurolliga
441,Calathes,Higgins,Kuric,Mirotic,Davies,21,1,0,0,3,0,Zenit,Local,Eurolliga
442,Calathes,Higgins,Kuric,Mirotic,Davies,21,5,1,0,3,0,Zenit,Local,Eurolliga
443,Jokubaitis,Higgins,Kuric,Mirotic,Davies,21,4,1,2,3,0,Zenit,Local,Eurolliga
444,Jokubaitis,Higgins,Kuric,Mirotic,Davies,23,1,1,2,3,0,Zenit,Local,Eurolliga
445,Jokubaitis,Higgins,Hayes-Davis,Mirotic,Davies,24,4,1,2,3,0,Zenit,Local,Eurolliga
446,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,25,4,0,0,3,0,Zenit,Local,Eurolliga
447,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,23,4,1,2,3,0,Zenit,Local,Eurolliga
448,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,25,4,1,2,3,0,Zenit,Local,Eurolliga
449,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,25,2,1,2,3,0,Zenit,Local,Eurolliga
450,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Smits,25,1,1,2,3,0,Zenit,Local,Eurolliga
451,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Smits,25,4,0,0,3,0,Zenit,Local,Eurolliga
452,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Smits,22,3,1,3,4,0,Zenit,Local,Eurolliga
453,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Smits,25,4,1,0,4,0,Zenit,Local,Eurolliga
454,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Smits,25,1,1,0,4,0,Zenit,Local,Eurolliga
455,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Smits,25,3,0,0,4,0,Zenit,Local,Eurolliga
456,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Smits,23,2,0,0,4,0,Zenit,Local,Eurolliga
457,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Smits,23,2,1,2,4,0,Zenit,Local,Eurolliga
458,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Sanli,23,2,1,2,4,0,Zenit,Local,Eurolliga
459,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Sanli,23,4,0,0,4,0,Zenit,Local,Eurolliga
460,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Sanli,22,4,0,0,4,0,Zenit,Local,Eurolliga
461,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Sanli,22,5,0,0,4,0,Zenit,Local,Eurolliga
462,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Sanli,22,2,1,0,4,0,Zenit,Local,Eurolliga
463,Jokubaitis,Laprovittola,Martinez,Hayes-Davis,Sanli,22,1,1,2,4,0,Zenit,Local,Eurolliga
464,Jokubaitis,Laprovittola,Martinez,Smits,Sanli,23,2,1,2,4,0,Zenit,Local,Eurolliga
465,Jokubaitis,Laprovittola,Martinez,Smits,Sanli,23,4,0,0,4,0,Zenit,Local,Eurolliga
466,Jokubaitis,Laprovittola,Martinez,Smits,Sanli,23,1,0,0,4,0,Zenit,Local,Eurolliga
